var1,var2,MI,MI_norm,r2,gap_MI_r2
pct_csp_retraite,pct_sup5,0.0549,0.0152,0.0785,-0.0632
pct_65_plus,pct_csp_plus,0.0527,0.0146,0.0778,-0.0632
pct_femmes,pct_logements_anciens,0.0849,0.0236,0.0868,-0.0632
bpe_B_commerces_pour1000,bpe_G_tourisme_pour1000,0.2302,0.0639,0.1274,-0.0636
surface_moyenne,bpe_B_commerces_pour1000,0.1274,0.0354,0.0989,-0.0636
pct_csp_plus,surface_moyenne,0.0909,0.0252,0.089,-0.0637
DISP_PTSA21,DISP_PPMINI21,0.1223,0.0339,0.0976,-0.0637
pct_cdd,pct_voiture_2plus,0.1019,0.0283,0.0923,-0.064
pct_hors_menage,pct_csp_sans_emploi,0.0775,0.0215,0.0855,-0.064
DISP_PPFAM21,pct_garage,0.133,0.0369,0.1011,-0.0642
DISP_PACT21,pct_petits_logements,0.1386,0.0385,0.103,-0.0645
pct_cdi,pct_interim,0.2242,0.0622,0.127,-0.0647
pct_chauffage_gaz_bouteille,pct_chauffage_autre,0.3385,0.0939,0.1587,-0.0648
pct_actifs_marche,bpe_D_sante_pour1000,0.2094,0.0581,0.1229,-0.0648
pct_petits_logements,bpe_D_sante_pour1000,0.2355,0.0654,0.1306,-0.0652
DISP_TP6021,pct_temps_partiel,0.0977,0.0271,0.0924,-0.0653
pct_cdd,bpe_total_pour1000,0.0424,0.0118,0.0774,-0.0656
pct_logements_anciens,pct_logements_5p_plus,0.1484,0.0412,0.1073,-0.0661
DISP_PTSA21,pct_logements_anciens,0.1307,0.0363,0.1025,-0.0662
DISP_RD21,pct_suroccupation,0.2822,0.0783,0.1445,-0.0662
DISP_TP6021,pct_interim,0.1152,0.032,0.0981,-0.0662
DISP_PPMINI21,pct_cdd,0.1788,0.0496,0.1161,-0.0665
pct_immigres,pct_csp_retraite,0.0976,0.0271,0.0937,-0.0666
DISP_PPAT21,DISP_PCHO21,0.1819,0.0505,0.1171,-0.0667
pct_etudiants,pct_garage,0.0695,0.0193,0.0861,-0.0668
pct_csp_retraite,pct_chauffage_autre,0.1084,0.0301,0.0969,-0.0668
pct_hlm,bpe_E_transports_pour1000,0.1424,0.0395,0.1064,-0.0669
DISP_PACT21,pct_studios,0.1266,0.0351,0.1022,-0.0671
pct_csp_ouvrier,pct_sans_diplome,0.1189,0.033,0.1002,-0.0672
age_moyen,pct_maison,0.0709,0.0197,0.087,-0.0674
pct_femmes,pct_grands_logements,0.1021,0.0283,0.0958,-0.0675
DISP_GI21,pct_chauffage_fioul,0.0629,0.0174,0.0851,-0.0676
pct_actifs_velo,pct_chauffage_autre,0.2875,0.0798,0.1477,-0.0679
DISP_RD21,pct_grands_logements,0.2406,0.0668,0.135,-0.0682
pct_cdi,pct_grands_logements,0.0719,0.0199,0.0883,-0.0683
age_moyen,DISP_PPFAM21,0.0834,0.0232,0.0914,-0.0683
pct_capbep,bpe_D_sante_pour1000,0.0873,0.0242,0.0926,-0.0684
pct_chauffage_gaz_ville,bpe_educ_prioritaire_pour1000,0.0495,0.0137,0.0825,-0.0688
pct_locataires,bpe_E_transports_pour1000,0.1372,0.0381,0.107,-0.0689
pct_sup5,pct_suroccupation,0.0886,0.0246,0.0939,-0.0693
DISP_PPSOC21,pct_cdd,0.1392,0.0386,0.108,-0.0693
pct_femmes,surface_moyenne,0.1247,0.0346,0.1039,-0.0693
pct_cdi,pct_voiture_0,0.1015,0.0282,0.0977,-0.0695
DISP_PPAT21,pct_sans_diplome,0.1085,0.0301,0.0996,-0.0695
pct_capbep,pct_grands_logements,0.1171,0.0325,0.102,-0.0695
DISP_PCHO21,pct_inactif,0.0772,0.0214,0.0911,-0.0696
DISP_MED21,pct_hlm,0.1498,0.0416,0.1112,-0.0696
pct_cdi,pct_actifs_marche,0.1586,0.044,0.1139,-0.0699
pct_csp_intermediaire,DISP_TP6021,0.1586,0.044,0.1142,-0.0702
age_moyen,pct_appart,0.0631,0.0175,0.0877,-0.0702
pct_femmes,nb_pieces_moyen,0.1252,0.0348,0.105,-0.0702
DISP_RD21,DISP_PACT21,0.1605,0.0446,0.1148,-0.0703
DISP_PTSA21,pct_etudiants,0.1261,0.035,0.1054,-0.0704
DISP_PACT21,pct_actifs_voiture,0.1399,0.0388,0.1092,-0.0704
pct_proprietaires,bpe_E_transports_pour1000,0.1305,0.0362,0.107,-0.0707
pct_capbep,bpe_E_transports_pour1000,0.0884,0.0245,0.0953,-0.0708
pct_immigres,pct_etudiants,0.0802,0.0223,0.0933,-0.071
DISP_GI21,bpe_total_pour1000,0.0425,0.0118,0.0829,-0.0711
pct_grands_logements,bpe_E_transports_pour1000,0.1338,0.0371,0.1083,-0.0712
DISP_GI21,pct_suroccupation,0.098,0.0272,0.0984,-0.0713
pct_actifs_velo,pct_grands_logements,0.1773,0.0492,0.1206,-0.0714
pct_csp_sans_emploi,bpe_educ_prioritaire_pour1000,0.052,0.0144,0.086,-0.0715
DISP_PIMPOT21,pct_interim,0.1556,0.0432,0.1146,-0.0715
DISP_RD21,pct_chauffage_fioul,0.2376,0.0659,0.1375,-0.0716
pct_garage,bpe_educ_prioritaire_pour1000,0.0436,0.0121,0.0838,-0.0717
pct_bac_plus,nb_pieces_moyen,0.1089,0.0302,0.102,-0.0718
pct_inactif,pct_voiture_0,0.1153,0.032,0.104,-0.0719
pct_inactif,pct_logements_5p_plus,0.0525,0.0146,0.0867,-0.0721
pct_bac_plus,pct_voiture_0,0.1011,0.0281,0.1002,-0.0721
pct_0_19,pct_etudiants,0.1459,0.0405,0.1126,-0.0722
DISP_PPFAM21,pct_cdi,0.0755,0.0209,0.0933,-0.0724
DISP_MED21,pct_inactif,0.1854,0.0515,0.1239,-0.0724
pct_voiture_0,bpe_D_sante_pour1000,0.2094,0.0581,0.1306,-0.0725
DISP_PPLOGT21,pct_cdd,0.174,0.0483,0.1209,-0.0726
DISP_PIMPOT21,pct_actifs_voiture,0.0918,0.0255,0.098,-0.0726
pct_cdd,pct_temps_partiel,0.1663,0.0461,0.1188,-0.0727
pct_bac_plus,pct_chauffage_fioul,0.066,0.0183,0.0912,-0.0729
pct_locataires,pct_suroccupation,0.2451,0.068,0.141,-0.073
pct_65_plus,pct_logements_anciens,0.062,0.0172,0.0906,-0.0734
pct_cdi,pct_inactif,0.0871,0.0242,0.0977,-0.0735
pct_csp_plus,pct_etudiants,0.1261,0.035,0.1086,-0.0736
DISP_PTSA21,bpe_E_transports_pour1000,0.1276,0.0354,0.1092,-0.0738
pct_actifs_transports,pct_actifs_velo,0.2211,0.0614,0.1353,-0.0739
pct_chauffage_fioul,pct_studios,0.1996,0.0554,0.1293,-0.0739
nb_pieces_moyen,bpe_B_commerces_pour1000,0.1342,0.0372,0.1113,-0.0741
DISP_GI21,pct_etudiants,0.0536,0.0149,0.0892,-0.0743
pct_csp_ouvrier,DISP_RD21,0.1528,0.0424,0.1169,-0.0745
pct_chomage,pct_chauffage_fioul,0.0734,0.0204,0.095,-0.0747
pct_csp_sans_emploi,pct_actifs_transports,0.1976,0.0548,0.1299,-0.075
DISP_PIMPOT21,pct_chomage,0.1515,0.042,0.1173,-0.0752
pct_logements_anciens,nb_pieces_moyen,0.1669,0.0463,0.1215,-0.0752
pct_actifs_velo,pct_chauffage_gaz_ville,0.2463,0.0684,0.1437,-0.0753
pct_sup5,pct_garage,0.0507,0.0141,0.0894,-0.0753
pct_cdd,pct_garage,0.0887,0.0246,0.1002,-0.0756
age_moyen,pct_chauffage_gaz_ville,0.0579,0.0161,0.0916,-0.0756
pct_0_19,pct_hlm,0.0808,0.0224,0.0982,-0.0758
DISP_PACT21,pct_etudiants,0.1178,0.0327,0.1085,-0.0758
DISP_PACT21,bpe_E_transports_pour1000,0.112,0.0311,0.107,-0.0759
pct_etudiants,pct_logements_5p_plus,0.0886,0.0246,0.101,-0.0764
DISP_PPMINI21,DISP_PACT21,0.2211,0.0614,0.138,-0.0766
DISP_GI21,bpe_B_commerces_pour1000,0.0813,0.0226,0.0993,-0.0767
DISP_PCHO21,pct_cdd,0.1178,0.0327,0.1097,-0.077
pct_voiture_2plus,bpe_E_transports_pour1000,0.1031,0.0286,0.1058,-0.0771
pct_actifs_marche,pct_grands_logements,0.174,0.0483,0.1257,-0.0774
DISP_PPEN21,pct_sup5,0.0669,0.0186,0.096,-0.0775
DISP_PPFAM21,pct_sup5,0.2886,0.0801,0.1577,-0.0776
pct_logements_recents,pct_garage,0.1402,0.0389,0.1168,-0.0779
pct_femmes,pct_proprietaires,0.1197,0.0332,0.1112,-0.078
pct_etudiants,pct_chauffage_fioul,0.1117,0.031,0.1096,-0.0786
DISP_MED21,pct_capbep,0.1714,0.0476,0.1263,-0.0787
DISP_PPSOC21,DISP_PACT21,0.2511,0.0697,0.1486,-0.079
pct_csp_retraite,pct_bac_plus,0.0515,0.0143,0.0933,-0.079
pct_65_plus,pct_csp_employe,0.0687,0.0191,0.0986,-0.0795
DISP_GI21,bpe_D_sante_pour1000,0.091,0.0253,0.1049,-0.0796
pct_etudiants,pct_actifs_velo,0.123,0.0341,0.1137,-0.0796
pct_femmes,pct_logements_5p_plus,0.1096,0.0304,0.1103,-0.0798
pct_sans_diplome,bpe_educ_prioritaire_pour1000,0.0456,0.0126,0.0927,-0.08
pct_capbep,pct_suroccupation,0.1171,0.0325,0.1125,-0.08
DISP_PIMPOT21,pct_petits_logements,0.1069,0.0297,0.1098,-0.0801
pct_cdi,nb_pieces_moyen,0.0694,0.0193,0.0996,-0.0803
age_moyen,pct_csp_sans_emploi,0.0791,0.022,0.1028,-0.0808
pct_actifs_marche,bpe_B_commerces_pour1000,0.1849,0.0513,0.1323,-0.0809
pct_sup5,pct_locataires,0.069,0.0191,0.1,-0.0809
pct_0_19,DISP_PACT21,0.1546,0.0429,0.1243,-0.0814
age_moyen,pct_hlm,0.0685,0.019,0.1013,-0.0823
pct_csp_plus,nb_pieces_moyen,0.1147,0.0318,0.1149,-0.0831
pct_proprietaires,pct_suroccupation,0.2255,0.0626,0.1459,-0.0833
pct_inactif,pct_grands_logements,0.0701,0.0195,0.1032,-0.0837
pct_65_plus,pct_actifs_transports,0.0958,0.0266,0.1104,-0.0838
pct_logvac,pct_logements_anciens,0.0841,0.0233,0.1074,-0.084
pct_femmes,pct_locataires,0.1226,0.034,0.118,-0.084
DISP_PCHO21,pct_grands_logements,0.2468,0.0685,0.1525,-0.084
age_moyen,pct_csp_employe,0.0637,0.0177,0.1018,-0.0841
pct_csp_retraite,pct_appart,0.1121,0.0311,0.1153,-0.0842
age_moyen,pct_proprietaires,0.0826,0.0229,0.1077,-0.0848
pct_cdi,pct_logements_5p_plus,0.0736,0.0204,0.1054,-0.0849
pct_etudiants,pct_actifs_voiture,0.1072,0.0298,0.1148,-0.085
pct_petits_logements,pct_chauffage_gaz_ville,0.2829,0.0785,0.1636,-0.0851
pct_sup5,pct_proprietaires,0.0741,0.0206,0.1058,-0.0852
DISP_PTSA21,pct_chauffage_autre,0.1929,0.0535,0.139,-0.0855
DISP_S80S2021,pct_bac_plus,0.0772,0.0214,0.1072,-0.0857
DISP_GI21,pct_actifs_marche,0.0858,0.0238,0.1099,-0.086
DISP_PIMPOT21,pct_actifs_transports,0.183,0.0508,0.1369,-0.0861
pct_actifs_voiture,pct_hlm,0.1116,0.031,0.1171,-0.0861
pct_grands_logements,pct_chauffage_gaz_bouteille,0.1995,0.0554,0.1415,-0.0861
bpe_total_pour1000,bpe_F_sports_culture_pour1000,0.2997,0.0832,0.1695,-0.0863
pct_etrangers,pct_chauffage_fioul,0.1428,0.0396,0.1263,-0.0867
DISP_PIMPOT21,pct_studios,0.1107,0.0307,0.1175,-0.0867
pct_sup5,pct_chauffage_fioul,0.1066,0.0296,0.1164,-0.0868
pct_sup5,pct_chauffage_gaz_ville,0.1539,0.0427,0.1295,-0.0868
pct_csp_plus,pct_csp_ouvrier,0.466,0.1293,0.2161,-0.0868
DISP_PPEN21,pct_etudiants,0.0903,0.0251,0.1119,-0.0868
age_moyen,pct_chauffage_autre,0.0787,0.0218,0.1086,-0.0868
pct_0_19,pct_logements_anciens,0.0718,0.0199,0.1071,-0.0871
DISP_S80S2021,pct_capbep,0.1246,0.0346,0.122,-0.0874
pct_etrangers,bpe_educ_prioritaire_pour1000,0.0473,0.0131,0.1005,-0.0874
pct_logements_anciens,surface_moyenne,0.1771,0.0491,0.137,-0.0878
pct_chauffage_gaz_bouteille,pct_logements_5p_plus,0.1688,0.0468,0.1347,-0.0878
pct_csp_retraite,pct_maison,0.0991,0.0275,0.1153,-0.0878
pct_actifs_marche,bpe_total_pour1000,0.1018,0.0282,0.1161,-0.0878
DISP_PPMINI21,pct_interim,0.1118,0.031,0.1193,-0.0883
DISP_PACT21,pct_chauffage_autre,0.2227,0.0618,0.1503,-0.0885
pct_actifs_voiture,pct_chauffage_fioul,0.1175,0.0326,0.1218,-0.0892
pct_hors_menage,pct_inactif,0.0636,0.0176,0.1069,-0.0893
pct_20_64,pct_sans_diplome,0.0775,0.0215,0.111,-0.0895
pct_inactif,surface_moyenne,0.0712,0.0197,0.1099,-0.0901
pct_grands_logements,bpe_D_sante_pour1000,0.1672,0.0464,0.1368,-0.0904
DISP_PPAT21,DISP_PPSOC21,0.3236,0.0898,0.1802,-0.0904
pct_csp_retraite,pct_proprietaires,0.0848,0.0235,0.114,-0.0905
DISP_PPLOGT21,pct_interim,0.0979,0.0272,0.1178,-0.0907
pct_65_plus,pct_etudiants,0.0869,0.0241,0.1148,-0.0907
DISP_MED21,pct_cdi,0.2727,0.0757,0.1665,-0.0908
pct_csp_intermediaire,pct_csp_retraite,0.2684,0.0745,0.1653,-0.0908
pct_actifs_marche,pct_studios,0.2019,0.056,0.1468,-0.0908
pct_csp_retraite,pct_csp_sans_emploi,0.2776,0.077,0.168,-0.091
pct_locataires,pct_chauffage_gaz_bouteille,0.2462,0.0683,0.1596,-0.0913
pct_proprietaires,pct_chauffage_gaz_bouteille,0.2288,0.0635,0.1548,-0.0913
pct_sans_diplome,pct_interim,0.0946,0.0263,0.1177,-0.0914
pct_cdi,pct_temps_partiel,0.1236,0.0343,0.126,-0.0917
DISP_PPMINI21,pct_chauffage_gaz_ville,0.1378,0.0382,0.1303,-0.092
pct_etrangers,DISP_GI21,0.1378,0.0382,0.1308,-0.0925
pct_voiture_0,bpe_E_transports_pour1000,0.1155,0.0321,0.1246,-0.0926
pct_immigres,bpe_educ_prioritaire_pour1000,0.0507,0.0141,0.1069,-0.0928
pct_femmes,pct_voiture_2plus,0.1408,0.0391,0.1321,-0.093
pct_csp_intermediaire,pct_bac_plus,0.1711,0.0475,0.1405,-0.0931
pct_csp_sans_emploi,pct_chauffage_fioul,0.1194,0.0331,0.1266,-0.0935
DISP_PPSOC21,pct_interim,0.1178,0.0327,0.1265,-0.0938
DISP_TP6021,pct_cdd,0.1809,0.0502,0.1442,-0.094
pct_csp_plus,DISP_PPFAM21,0.1932,0.0536,0.1477,-0.0941
pct_suroccupation,pct_logements_5p_plus,0.239,0.0663,0.1604,-0.0941
DISP_GI21,pct_actifs_velo,0.114,0.0317,0.1258,-0.0941
bpe_B_commerces_pour1000,bpe_D_sante_pour1000,0.416,0.1154,0.2099,-0.0944
DISP_RD21,pct_actifs_velo,0.2516,0.0698,0.1653,-0.0955
pct_suroccupation,pct_garage,0.1189,0.033,0.1286,-0.0956
DISP_PCHO21,pct_appart,0.2292,0.0636,0.1593,-0.0957
pct_chauffage_gaz_bouteille,nb_pieces_moyen,0.2,0.0555,0.1516,-0.0961
pct_20_64,pct_csp_intermediaire,0.0934,0.0259,0.122,-0.0961
pct_csp_intermediaire,pct_inactif,0.0961,0.0267,0.1229,-0.0962
pct_csp_retraite,pct_locataires,0.0876,0.0243,0.1206,-0.0963
pct_cdi,surface_moyenne,0.0771,0.0214,0.118,-0.0966
DISP_PPSOC21,pct_bac_plus,0.2136,0.0593,0.156,-0.0967
pct_proprietaires,bpe_educ_prioritaire_pour1000,0.0578,0.016,0.1128,-0.0968
DISP_PPFAM21,pct_proprietaires,0.1572,0.0436,0.1406,-0.0969
DISP_PCHO21,DISP_PIMPOT21,0.2287,0.0635,0.1605,-0.0971
pct_immigres,pct_inactif,0.0575,0.016,0.1131,-0.0971
DISP_PTSA21,pct_temps_partiel,0.1246,0.0346,0.1318,-0.0972
pct_csp_plus,pct_actifs_velo,0.1456,0.0404,0.1379,-0.0975
pct_etudiants,pct_voiture_2plus,0.1085,0.0301,0.1277,-0.0976
pct_appart,pct_suroccupation,0.2736,0.0759,0.1737,-0.0977
nb_pieces_moyen,bpe_E_transports_pour1000,0.1419,0.0394,0.1375,-0.0981
surface_moyenne,pct_chauffage_gaz_bouteille,0.2248,0.0624,0.1605,-0.0981
pct_20_64,pct_actifs_transports,0.0873,0.0242,0.1226,-0.0984
pct_etrangers,pct_suroccupation,0.1596,0.0443,0.1427,-0.0985
pct_actifs_velo,pct_garage,0.0965,0.0268,0.1255,-0.0987
pct_20_64,pct_sup5,0.0723,0.0201,0.1189,-0.0988
DISP_PPSOC21,pct_voiture_0,0.1625,0.0451,0.1442,-0.0991
DISP_PPLOGT21,DISP_PIMPOT21,0.5409,0.1501,0.2492,-0.0991
pct_logements_5p_plus,bpe_E_transports_pour1000,0.1332,0.037,0.1362,-0.0992
DISP_PACT21,pct_temps_partiel,0.1098,0.0305,0.1299,-0.0994
pct_locataires,bpe_educ_prioritaire_pour1000,0.0585,0.0162,0.1157,-0.0995
age_moyen,pct_locataires,0.0893,0.0248,0.1247,-0.0999
pct_chauffage_autre,pct_studios,0.339,0.0941,0.1943,-0.1003
DISP_MED21,DISP_RD21,0.1451,0.0403,0.1406,-0.1003
DISP_PCHO21,bpe_educ_prioritaire_pour1000,0.0566,0.0157,0.1166,-0.1009
pct_csp_sans_emploi,DISP_PCHO21,0.1874,0.052,0.153,-0.101
DISP_PPAT21,pct_bac_plus,0.1352,0.0375,0.1386,-0.1011
DISP_PCHO21,pct_maison,0.2183,0.0606,0.1617,-0.1011
pct_etrangers,pct_inactif,0.0696,0.0193,0.1207,-0.1013
DISP_PPLOGT21,pct_chauffage_gaz_ville,0.2066,0.0573,0.1588,-0.1015
pct_femmes,pct_maison,0.1239,0.0344,0.1361,-0.1017
pct_csp_retraite,pct_actifs_transports,0.206,0.0572,0.159,-0.1019
age_moyen,pct_csp_intermediaire,0.1072,0.0297,0.1318,-0.1021
pct_inactif,pct_hlm,0.1203,0.0334,0.1356,-0.1022
pct_actifs_velo,pct_locataires,0.2215,0.0615,0.1636,-0.1022
DISP_MED21,DISP_GI21,0.1179,0.0327,0.1352,-0.1025
DISP_RD21,pct_chauffage_gaz_ville,0.3321,0.0922,0.1947,-0.1026
DISP_PPSOC21,surface_moyenne,0.1191,0.033,0.1367,-0.1036
DISP_PPEN21,pct_actifs_transports,0.1099,0.0305,0.1341,-0.1036
pct_csp_sans_emploi,pct_studios,0.1644,0.0456,0.1494,-0.1037
pct_inactif,pct_garage,0.0935,0.026,0.1299,-0.104
DISP_GI21,pct_locataires,0.1175,0.0326,0.1366,-0.104
DISP_PPAT21,pct_sup5,0.1343,0.0373,0.1416,-0.1043
DISP_PPSOC21,pct_logements_5p_plus,0.0924,0.0256,0.1301,-0.1044
pct_actifs_voiture,bpe_E_transports_pour1000,0.0964,0.0267,0.1311,-0.1044
pct_appart,bpe_E_transports_pour1000,0.1658,0.046,0.1505,-0.1045
bpe_A_services_pour1000,bpe_G_tourisme_pour1000,0.0846,0.0235,0.1282,-0.1048
DISP_RD21,DISP_S80S2021,0.841,0.2334,0.3383,-0.1049
DISP_MED21,DISP_PPLOGT21,1.219,0.3383,0.4433,-0.105
DISP_PTSA21,pct_capbep,0.146,0.0405,0.1455,-0.105
age_moyen,pct_actifs_transports,0.1045,0.029,0.1343,-0.1053
DISP_GI21,pct_chauffage_autre,0.1345,0.0373,0.1428,-0.1055
age_moyen,pct_logements_anciens,0.0965,0.0268,0.1325,-0.1057
pct_20_64,pct_studios,0.1025,0.0284,0.1345,-0.106
pct_femmes,pct_appart,0.1207,0.0335,0.1397,-0.1062
pct_actifs_velo,pct_proprietaires,0.206,0.0572,0.1635,-0.1063
pct_voiture_2plus,pct_chauffage_gaz_bouteille,0.2116,0.0587,0.1651,-0.1064
pct_etrangers,pct_chauffage_autre,0.2352,0.0653,0.1717,-0.1064
pct_csp_sans_emploi,pct_petits_logements,0.174,0.0483,0.1549,-0.1066
pct_actifs_voiture,pct_suroccupation,0.1535,0.0426,0.1495,-0.1069
surface_moyenne,bpe_E_transports_pour1000,0.1295,0.0359,0.143,-0.1071
pct_csp_retraite,pct_etudiants,0.1033,0.0287,0.1361,-0.1074
pct_locataires,bpe_D_sante_pour1000,0.2512,0.0697,0.1771,-0.1074
pct_csp_plus,pct_voiture_0,0.1211,0.0336,0.1412,-0.1076
pct_csp_sans_emploi,pct_actifs_voiture,0.0873,0.0242,0.132,-0.1078
pct_maison,pct_suroccupation,0.2627,0.0729,0.1812,-0.1083
pct_immigres,DISP_GI21,0.1589,0.0441,0.1525,-0.1084
DISP_PPFAM21,pct_locataires,0.1479,0.041,0.1496,-0.1086
pct_maison,bpe_E_transports_pour1000,0.1565,0.0434,0.1521,-0.1087
pct_actifs_voiture,pct_chauffage_autre,0.3012,0.0836,0.1928,-0.1092
pct_immigres,DISP_PPFAM21,0.1626,0.0451,0.1546,-0.1095
pct_20_64,pct_petits_logements,0.1109,0.0308,0.1404,-0.1096
pct_csp_sans_emploi,pct_chauffage_autre,0.1614,0.0448,0.1554,-0.1106
pct_femmes,pct_chauffage_gaz_ville,0.1491,0.0414,0.153,-0.1116
pct_chauffage_autre,pct_garage,0.2035,0.0565,0.1683,-0.1118
pct_appart,pct_chauffage_gaz_bouteille,0.2461,0.0683,0.1804,-0.1121
DISP_PPMINI21,DISP_PIMPOT21,0.6594,0.183,0.2959,-0.1129
pct_cdi,pct_voiture_2plus,0.1246,0.0346,0.1478,-0.1132
pct_actifs_transports,pct_chauffage_fioul,0.2454,0.0681,0.1813,-0.1132
pct_etudiants,pct_actifs_transports,0.2033,0.0564,0.1696,-0.1132
pct_petits_logements,pct_chauffage_fioul,0.2175,0.0604,0.1737,-0.1134
pct_20_64,pct_bac_plus,0.0942,0.0261,0.1403,-0.1142
pct_20_64,pct_csp_plus,0.101,0.028,0.1424,-0.1144
pct_csp_plus,DISP_PPEN21,0.0869,0.0241,0.1387,-0.1145
pct_voiture_2plus,pct_suroccupation,0.2047,0.0568,0.1713,-0.1145
pct_proprietaires,bpe_D_sante_pour1000,0.2373,0.0659,0.1805,-0.1147
DISP_PPFAM21,pct_interim,0.1241,0.0345,0.1496,-0.1151
pct_cdi,pct_locataires,0.1149,0.0319,0.1471,-0.1152
pct_csp_agriculteur,pct_logements_anciens,0.2119,0.0588,0.1748,-0.116
pct_bac_plus,pct_chauffage_autre,0.1355,0.0376,0.1541,-0.1165
pct_maison,pct_chauffage_gaz_bouteille,0.2222,0.0617,0.1784,-0.1167
DISP_PPEN21,pct_bac_plus,0.0785,0.0218,0.1388,-0.117
pct_etudiants,nb_pieces_moyen,0.112,0.0311,0.1486,-0.1175
pct_grands_logements,pct_logements_anciens,0.1966,0.0546,0.1722,-0.1176
pct_chomage,pct_chauffage_gaz_ville,0.1537,0.0426,0.1603,-0.1176
pct_sans_diplome,pct_hlm,0.0826,0.0229,0.1412,-0.1182
pct_hlm,pct_logements_anciens,0.2596,0.072,0.1903,-0.1183
pct_etudiants,pct_chauffage_gaz_ville,0.2035,0.0565,0.1748,-0.1184
pct_immigres,pct_suroccupation,0.154,0.0427,0.1612,-0.1185
pct_immigres,pct_chauffage_fioul,0.1507,0.0418,0.1607,-0.1189
pct_inactif,pct_voiture_2plus,0.1211,0.0336,0.1525,-0.1189
DISP_GI21,pct_proprietaires,0.1274,0.0354,0.1548,-0.1194
DISP_PPMINI21,nb_pieces_moyen,0.1551,0.043,0.1628,-0.1197
DISP_TP6021,pct_appart,0.1814,0.0503,0.1702,-0.1198
pct_proprietaires,pct_logements_anciens,0.1706,0.0473,0.1674,-0.1201
pct_chauffage_fioul,pct_garage,0.1472,0.0408,0.1612,-0.1204
pct_maison,pct_logements_anciens,0.2435,0.0676,0.1885,-0.1209
pct_logements_anciens,pct_chauffage_fioul,0.2167,0.0601,0.1811,-0.1209
pct_csp_ouvrier,pct_actifs_voiture,0.1186,0.0329,0.1541,-0.1212
pct_csp_agriculteur,pct_chauffage_autre,0.3221,0.0894,0.2106,-0.1213
DISP_PPSOC21,pct_grands_logements,0.1315,0.0365,0.1582,-0.1217
DISP_TP6021,pct_maison,0.1806,0.0501,0.1726,-0.1225
pct_appart,pct_logements_anciens,0.2407,0.0668,0.1897,-0.1229
DISP_PPFAM21,pct_inactif,0.0934,0.0259,0.1495,-0.1236
DISP_PPAT21,DISP_PPFAM21,0.4493,0.1247,0.2482,-0.1236
pct_csp_plus,pct_chauffage_autre,0.1812,0.0503,0.1746,-0.1243
DISP_PPMINI21,pct_maison,0.1119,0.0311,0.1566,-0.1255
pct_actifs_marche,pct_locataires,0.2271,0.063,0.1885,-0.1255
DISP_PPSOC21,pct_voiture_2plus,0.1728,0.0479,0.1736,-0.1256
pct_suroccupation,nb_pieces_moyen,0.2779,0.0771,0.2028,-0.1256
pct_actifs_velo,pct_logements_5p_plus,0.1702,0.0472,0.1732,-0.126
surface_moyenne,pct_suroccupation,0.2627,0.0729,0.1989,-0.126
pct_cdi,pct_garage,0.1026,0.0285,0.1544,-0.126
DISP_PPMINI21,pct_appart,0.1067,0.0296,0.1557,-0.1261
pct_chomage,bpe_educ_prioritaire_pour1000,0.0638,0.0177,0.1438,-0.1261
pct_femmes,pct_chauffage_autre,0.1729,0.048,0.1751,-0.1271
pct_capbep,pct_chauffage_fioul,0.1376,0.0382,0.1654,-0.1273
pct_actifs_transports,pct_suroccupation,0.2568,0.0713,0.1989,-0.1277
pct_actifs_velo,pct_studios,0.1997,0.0554,0.1833,-0.1279
pct_csp_ouvrier,DISP_PIMPOT21,0.2287,0.0635,0.1914,-0.1279
DISP_GI21,pct_garage,0.086,0.0239,0.1521,-0.1282
DISP_RD21,pct_etudiants,0.1236,0.0343,0.1626,-0.1284
pct_inactif,pct_locataires,0.0842,0.0234,0.152,-0.1286
pct_csp_sans_emploi,pct_chauffage_gaz_ville,0.2414,0.067,0.1957,-0.1288
pct_hlm,pct_chauffage_fioul,0.236,0.0655,0.1945,-0.129
pct_voiture_0,pct_chauffage_fioul,0.2353,0.0653,0.1946,-0.1293
DISP_PCHO21,pct_cdi,0.1489,0.0413,0.1707,-0.1294
pct_logements_5p_plus,bpe_D_sante_pour1000,0.1639,0.0455,0.175,-0.1296
pct_etudiants,surface_moyenne,0.1018,0.0283,0.1579,-0.1296
pct_capbep,pct_garage,0.0867,0.0241,0.1539,-0.1299
pct_csp_ouvrier,DISP_GI21,0.1749,0.0485,0.1785,-0.13
pct_capbep,pct_actifs_velo,0.1266,0.0351,0.1653,-0.1301
pct_0_19,DISP_PTSA21,0.2146,0.0596,0.1897,-0.1301
pct_inactif,pct_proprietaires,0.086,0.0239,0.1541,-0.1302
pct_sup5,pct_logements_5p_plus,0.1009,0.028,0.1582,-0.1302
pct_csp_intermediaire,DISP_PPEN21,0.1187,0.0329,0.1632,-0.1303
pct_65_plus,pct_csp_intermediaire,0.1129,0.0313,0.1623,-0.1309
DISP_TP6021,DISP_PIMPOT21,0.5013,0.1391,0.2702,-0.131
pct_cdi,pct_proprietaires,0.1056,0.0293,0.1607,-0.1314
pct_chauffage_autre,bpe_D_sante_pour1000,0.2592,0.0719,0.2034,-0.1315
pct_csp_plus,pct_maison,0.1414,0.0392,0.1709,-0.1317
pct_etrangers,DISP_PPFAM21,0.1457,0.0404,0.1724,-0.1319
