var1,var2,MI,MI_norm,r2,gap_MI_r2
DISP_RD21,pct_logements_anciens,0.2236,0.062,0.037,0.025
DISP_S80S2021,pct_chauffage_fioul,0.106,0.0294,0.0044,0.025
DISP_MED21,pct_chauffage_fioul,0.0901,0.025,0.0,0.025
pct_interim,pct_actifs_2roues,0.1046,0.029,0.0041,0.0249
pct_actifs_marche,bpe_E_transports_pour1000,0.1112,0.0309,0.0061,0.0248
DISP_PACT21,pct_hlm,0.0945,0.0262,0.0014,0.0248
pct_csp_retraite,pct_actifs_marche,0.1068,0.0296,0.0049,0.0247
pct_actifs_2roues,bpe_G_tourisme_pour1000,0.0891,0.0247,0.0001,0.0246
pct_grands_logements,bpe_sport_indoor_pour1000,0.0889,0.0247,0.0001,0.0246
DISP_PPLOGT21,pct_logements_anciens,0.167,0.0464,0.0218,0.0246
pct_maison,bpe_sport_indoor_pour1000,0.0887,0.0246,0.0,0.0246
pct_hlm,pct_sport_accessible,0.1059,0.0294,0.005,0.0244
pct_temps_partiel,bpe_B_commerces_pour1000,0.0878,0.0244,0.0,0.0244
pct_logements_recents,pct_chauffage_gaz_ville,0.1424,0.0395,0.0153,0.0243
pct_csp_retraite,DISP_MED21,0.1498,0.0416,0.0173,0.0243
pct_petits_logements,pct_sport_accessible,0.0874,0.0242,0.0,0.0242
pct_interim,pct_actifs_velo,0.0888,0.0247,0.0004,0.0242
DISP_RD21,bpe_F_sports_culture_pour1000,0.2159,0.0599,0.0357,0.0242
DISP_PPSOC21,pct_actifs_2roues,0.0884,0.0245,0.0005,0.024
pct_studios,pct_sport_accessible,0.0867,0.0241,0.0001,0.024
pct_csp_retraite,pct_interim,0.0898,0.0249,0.001,0.0239
pct_csp_sans_emploi,pct_sport_accessible,0.0914,0.0254,0.0015,0.0239
pct_csp_intermediaire,pct_actifs_2roues,0.0864,0.024,0.0001,0.0239
pct_etudiants,bpe_sport_indoor_pour1000,0.0874,0.0243,0.0004,0.0238
DISP_PPAT21,pct_actifs_marche,0.1,0.0278,0.0039,0.0238
pct_actifs_transports,pct_chauffage_elec,0.0884,0.0245,0.0009,0.0237
DISP_PPFAM21,pct_actifs_voiture,0.0889,0.0247,0.0012,0.0235
DISP_PPFAM21,pct_maison,0.1756,0.0487,0.0253,0.0235
DISP_PPAT21,pct_chauffage_gaz_bouteille,0.0883,0.0245,0.001,0.0235
pct_csp_ouvrier,bpe_sport_indoor_pour1000,0.0844,0.0234,0.0001,0.0234
pct_suroccupation,bpe_B_commerces_pour1000,0.1614,0.0448,0.0214,0.0234
pct_cdd,pct_actifs_transports,0.0884,0.0245,0.0012,0.0234
pct_csp_independant,pct_sport_accessible,0.1036,0.0288,0.0053,0.0234
pct_csp_independant,pct_chauffage_fioul,0.1103,0.0306,0.0075,0.0232
pct_actifs_transports,pct_sport_accessible,0.0894,0.0248,0.0016,0.0232
pct_logements_recents,bpe_D_sante_pour1000,0.0847,0.0235,0.0003,0.0232
pct_logements_5p_plus,bpe_sport_indoor_pour1000,0.0833,0.0231,0.0001,0.023
pct_proprietaires,bpe_G_tourisme_pour1000,0.0943,0.0262,0.0032,0.0229
pct_sup5,bpe_C_enseignement_pour1000,0.0824,0.0229,0.0,0.0229
taille_menage_moy,DISP_TP6021,0.088,0.0244,0.0017,0.0228
DISP_PPSOC21,bpe_D_sante_pour1000,0.0955,0.0265,0.0037,0.0228
pct_cdd,bpe_D_sante_pour1000,0.1255,0.0348,0.0122,0.0227
DISP_PACT21,bpe_C_enseignement_pour1000,0.0915,0.0254,0.0027,0.0227
pct_csp_independant,bpe_F_sports_culture_pour1000,0.1468,0.0407,0.018,0.0227
ecart_csp_plus_hf,pct_sport_accessible,0.0872,0.0242,0.0016,0.0226
pct_csp_plus,pct_actifs_marche,0.1307,0.0363,0.0137,0.0225
pct_csp_plus,pct_logements_recents,0.0825,0.0229,0.0004,0.0225
pct_csp_agriculteur,pct_interim,0.0912,0.0253,0.0028,0.0225
pct_csp_employe,pct_actifs_velo,0.0903,0.0251,0.0027,0.0224
pct_csp_intermediaire,pct_actifs_velo,0.0878,0.0244,0.0021,0.0223
pct_20_64,pct_voiture_2plus,0.1173,0.0326,0.0102,0.0223
pct_grands_logements,bpe_C_enseignement_pour1000,0.091,0.0252,0.003,0.0223
DISP_S80S2021,pct_actifs_marche,0.2067,0.0574,0.0351,0.0223
pct_csp_agriculteur,bpe_G_tourisme_pour1000,0.0863,0.0239,0.0016,0.0223
pct_csp_retraite,bpe_sport_indoor_pour1000,0.0909,0.0252,0.003,0.0223
DISP_PTSA21,pct_hlm,0.1089,0.0302,0.008,0.0222
pct_chauffage_gaz_ville,bpe_total_pour1000,0.0804,0.0223,0.0001,0.0222
DISP_S80S2021,pct_actifs_transports,0.2013,0.0559,0.0337,0.0221
DISP_PPFAM21,pct_chauffage_fioul,0.1503,0.0417,0.0196,0.0221
DISP_PPFAM21,pct_appart,0.1705,0.0473,0.0252,0.0221
DISP_TP6021,bpe_C_enseignement_pour1000,0.1221,0.0339,0.0118,0.0221
DISP_PPSOC21,pct_actifs_transports,0.1552,0.0431,0.0211,0.022
pct_hlm,bpe_G_tourisme_pour1000,0.0912,0.0253,0.0034,0.0219
pct_proprietaires,bpe_C_enseignement_pour1000,0.1121,0.0311,0.0093,0.0218
pct_suroccupation,bpe_G_tourisme_pour1000,0.0858,0.0238,0.002,0.0218
pct_temps_partiel,bpe_sport_indoor_pour1000,0.0784,0.0217,0.0,0.0217
pct_csp_employe,bpe_F_sports_culture_pour1000,0.1145,0.0318,0.0101,0.0217
pct_appart,bpe_G_tourisme_pour1000,0.1018,0.0283,0.0066,0.0216
pct_csp_sans_emploi,DISP_PPAT21,0.1228,0.0341,0.0126,0.0215
pct_interim,pct_etudiants,0.0774,0.0215,0.0,0.0215
DISP_MED21,pct_logements_recents,0.1166,0.0324,0.011,0.0214
pct_csp_independant,pct_interim,0.1394,0.0387,0.0174,0.0213
pct_temps_partiel,pct_suroccupation,0.08,0.0222,0.0009,0.0213
pct_grands_logements,bpe_F_sports_culture_pour1000,0.1533,0.0425,0.0213,0.0213
pct_hlm,pct_logements_recents,0.0957,0.0266,0.0052,0.0213
pct_actifs_transports,bpe_B_commerces_pour1000,0.1365,0.0379,0.0165,0.0213
DISP_PPAT21,bpe_F_sports_culture_pour1000,0.0787,0.0218,0.0007,0.0212
DISP_RD21,pct_hlm,0.2282,0.0633,0.0421,0.0212
pct_logements_recents,bpe_C_enseignement_pour1000,0.077,0.0214,0.0002,0.0212
DISP_PPAT21,pct_garage,0.1,0.0278,0.0066,0.0212
pct_voiture_0,pct_sport_accessible,0.0797,0.0221,0.001,0.0211
DISP_PTSA21,pct_actifs_2roues,0.1355,0.0376,0.0165,0.0211
pct_studios,bpe_F_sports_culture_pour1000,0.1677,0.0465,0.0255,0.021
pct_csp_sans_emploi,DISP_PIMPOT21,0.0995,0.0276,0.0067,0.0209
DISP_MED21,bpe_A_services_pour1000,0.0825,0.0229,0.0021,0.0208
DISP_S80S2021,DISP_PPMINI21,0.1079,0.03,0.0091,0.0208
DISP_PPMINI21,pct_capbep,0.0805,0.0223,0.0015,0.0208
pct_petits_logements,bpe_F_sports_culture_pour1000,0.1658,0.046,0.0252,0.0208
DISP_MED21,pct_suroccupation,0.0795,0.0221,0.0013,0.0208
pct_cdi,pct_actifs_transports,0.095,0.0264,0.0057,0.0207
pct_chomage,bpe_C_enseignement_pour1000,0.0894,0.0248,0.0041,0.0207
DISP_MED21,pct_chauffage_autre,0.1852,0.0514,0.0307,0.0207
pct_csp_intermediaire,pct_sport_accessible,0.0811,0.0225,0.0018,0.0207
ecart_csp_plus_hf,bpe_E_transports_pour1000,0.095,0.0264,0.0058,0.0206
DISP_PCHO21,bpe_G_tourisme_pour1000,0.0822,0.0228,0.0023,0.0205
DISP_S80S2021,pct_hlm,0.1521,0.0422,0.0218,0.0205
DISP_PTSA21,DISP_PCHO21,0.0959,0.0266,0.0061,0.0205
DISP_PPEN21,pct_logements_5p_plus,0.0884,0.0245,0.0041,0.0204
pct_logements_5p_plus,bpe_C_enseignement_pour1000,0.0823,0.0228,0.0025,0.0204
surface_moyenne,bpe_sport_indoor_pour1000,0.0735,0.0204,0.0,0.0204
pct_csp_intermediaire,pct_actifs_marche,0.135,0.0375,0.0172,0.0203
pct_csp_independant,DISP_TP6021,0.1014,0.0281,0.0078,0.0203
DISP_PPSOC21,pct_studios,0.0941,0.0261,0.006,0.0202
DISP_PPAT21,pct_actifs_2roues,0.1031,0.0286,0.0085,0.0202
pct_maison,bpe_G_tourisme_pour1000,0.0999,0.0277,0.0075,0.0202
pct_csp_employe,pct_sport_accessible,0.0918,0.0255,0.0053,0.0202
pct_femmes,bpe_sport_indoor_pour1000,0.0743,0.0206,0.0005,0.0201
pct_temps_partiel,pct_actifs_velo,0.0723,0.0201,0.0001,0.02
pct_actifs_2roues,pct_sport_accessible,0.0724,0.0201,0.0001,0.02
DISP_PPFAM21,nb_pieces_moyen,0.1335,0.0371,0.0171,0.02
pct_femmes,DISP_PCHO21,0.0743,0.0206,0.0006,0.02
DISP_PIMPOT21,pct_logements_recents,0.0734,0.0204,0.0004,0.0199
pct_voiture_2plus,bpe_sport_indoor_pour1000,0.0719,0.02,0.0,0.0199
pct_logements_recents,bpe_F_sports_culture_pour1000,0.0814,0.0226,0.0027,0.0198
ecart_csp_plus_hf,DISP_PPLOGT21,0.0945,0.0262,0.0066,0.0196
DISP_PPMINI21,pct_actifs_velo,0.0975,0.0271,0.0075,0.0195
pct_chauffage_elec,bpe_C_enseignement_pour1000,0.08,0.0222,0.0028,0.0194
DISP_PACT21,pct_garage,0.0706,0.0196,0.0002,0.0194
DISP_PPAT21,bpe_D_sante_pour1000,0.1256,0.0348,0.0155,0.0194
pct_actifs_velo,pct_hlm,0.1773,0.0492,0.0299,0.0193
DISP_PPSOC21,bpe_B_commerces_pour1000,0.074,0.0205,0.0013,0.0193
DISP_PPSOC21,pct_logements_anciens,0.0857,0.0238,0.0046,0.0192
pct_cdi,bpe_C_enseignement_pour1000,0.1133,0.0314,0.0122,0.0192
pct_temps_partiel,pct_actifs_2roues,0.0837,0.0232,0.004,0.0192
pct_csp_ouvrier,pct_actifs_2roues,0.0888,0.0246,0.0054,0.0192
pct_studios,bpe_G_tourisme_pour1000,0.1006,0.0279,0.0088,0.0191
pct_logements_5p_plus,bpe_F_sports_culture_pour1000,0.1572,0.0436,0.0245,0.0191
pct_etudiants,pct_actifs_2roues,0.0956,0.0265,0.0076,0.019
pct_csp_sans_emploi,bpe_F_sports_culture_pour1000,0.1613,0.0448,0.0257,0.019
pct_csp_ouvrier,bpe_B_commerces_pour1000,0.1283,0.0356,0.0166,0.019
pct_actifs_velo,pct_sport_accessible,0.0724,0.0201,0.0011,0.019
DISP_GI21,DISP_PPSOC21,0.0922,0.0256,0.0066,0.019
pct_garage,bpe_F_sports_culture_pour1000,0.0909,0.0252,0.0063,0.019
pct_hors_menage,pct_hlm,0.0946,0.0263,0.0072,0.019
DISP_PPAT21,DISP_PACT21,0.0716,0.0199,0.0009,0.019
pct_actifs_2roues,bpe_E_transports_pour1000,0.1331,0.0369,0.0179,0.019
pct_csp_plus,bpe_G_tourisme_pour1000,0.0683,0.019,0.0,0.0189
pct_voiture_0,bpe_G_tourisme_pour1000,0.0803,0.0223,0.0034,0.0189
pct_logements_recents,pct_studios,0.085,0.0236,0.0047,0.0189
taille_menage_moy,pct_chauffage_gaz_ville,0.0861,0.0239,0.005,0.0189
pct_actifs_transports,pct_logements_recents,0.1311,0.0364,0.0176,0.0188
taille_menage_moy,pct_chauffage_autre,0.0936,0.026,0.0072,0.0188
taille_menage_moy,pct_appart,0.0854,0.0237,0.005,0.0187
pct_hlm,bpe_total_pour1000,0.0821,0.0228,0.0041,0.0187
pct_interim,bpe_E_transports_pour1000,0.0782,0.0217,0.003,0.0187
pct_voiture_2plus,bpe_F_sports_culture_pour1000,0.1528,0.0424,0.0238,0.0186
DISP_GI21,DISP_PPMINI21,0.0679,0.0188,0.0003,0.0186
pct_sup5,pct_hlm,0.0698,0.0194,0.0009,0.0185
DISP_S80S2021,DISP_PACT21,0.0667,0.0185,0.0,0.0185
pct_csp_agriculteur,pct_actifs_velo,0.1445,0.0401,0.0216,0.0185
pct_etudiants,pct_sport_accessible,0.0794,0.022,0.0035,0.0185
pct_csp_independant,pct_hlm,0.2157,0.0598,0.0413,0.0185
pct_logements_recents,bpe_B_commerces_pour1000,0.0741,0.0206,0.002,0.0185
pct_locataires,pct_sport_accessible,0.0818,0.0227,0.0043,0.0184
nb_pieces_moyen,bpe_sport_indoor_pour1000,0.0667,0.0185,0.0001,0.0184
pct_chauffage_gaz_bouteille,bpe_G_tourisme_pour1000,0.0686,0.019,0.0007,0.0184
bpe_C_enseignement_pour1000,bpe_educ_prioritaire_pour1000,0.1056,0.0293,0.0109,0.0184
pct_logements_anciens,pct_garage,0.0788,0.0219,0.0035,0.0183
ecart_csp_plus_hf,DISP_TP6021,0.1183,0.0328,0.0146,0.0183
pct_csp_intermediaire,bpe_F_sports_culture_pour1000,0.1238,0.0344,0.0162,0.0182
ecart_csp_plus_hf,pct_csp_intermediaire,0.1307,0.0363,0.0181,0.0182
pct_cdd,bpe_sport_indoor_pour1000,0.0755,0.021,0.0028,0.0182
DISP_RD21,bpe_G_tourisme_pour1000,0.1262,0.035,0.0168,0.0182
pct_sup5,pct_logements_recents,0.069,0.0191,0.001,0.0182
pct_actifs_2roues,pct_chauffage_fioul,0.1397,0.0388,0.0207,0.0181
pct_csp_ouvrier,pct_csp_retraite,0.1793,0.0498,0.0317,0.0181
pct_immigres,bpe_C_enseignement_pour1000,0.0649,0.018,0.0,0.018
DISP_PPMINI21,pct_actifs_2roues,0.066,0.0183,0.0003,0.018
taille_menage_moy,DISP_RD21,0.0856,0.0238,0.0058,0.018
ecart_csp_plus_hf,DISP_PPMINI21,0.1018,0.0282,0.0102,0.018
pct_0_19,DISP_MED21,0.0656,0.0182,0.0003,0.0179
pct_65_plus,DISP_TP6021,0.0642,0.0178,0.0001,0.0178
DISP_PPEN21,pct_grands_logements,0.0638,0.0177,0.0,0.0177
DISP_PPAT21,bpe_E_transports_pour1000,0.083,0.023,0.0053,0.0177
pct_cdd,pct_actifs_2roues,0.0638,0.0177,0.0,0.0177
pct_femmes,DISP_PACT21,0.0657,0.0182,0.0005,0.0177
DISP_PIMPOT21,pct_actifs_marche,0.0812,0.0225,0.0048,0.0177
DISP_PPLOGT21,pct_actifs_velo,0.1242,0.0345,0.0167,0.0177
DISP_PCHO21,pct_sport_accessible,0.0726,0.0201,0.0024,0.0177
taille_menage_moy,pct_suroccupation,0.0693,0.0192,0.0015,0.0177
pct_etrangers,DISP_MED21,0.1745,0.0484,0.0308,0.0176
pct_interim,pct_logements_anciens,0.0733,0.0203,0.0027,0.0176
pct_logements_recents,pct_chauffage_gaz_bouteille,0.0694,0.0193,0.0018,0.0175
taille_menage_moy,pct_actifs_transports,0.0655,0.0182,0.0008,0.0174
pct_actifs_marche,pct_chauffage_elec,0.0727,0.0202,0.0027,0.0174
pct_csp_intermediaire,pct_appart,0.0678,0.0188,0.0014,0.0174
ecart_csp_plus_hf,pct_locataires,0.0907,0.0252,0.0078,0.0174
pct_etrangers,pct_csp_independant,0.0852,0.0236,0.0062,0.0174
pct_chauffage_fioul,bpe_G_tourisme_pour1000,0.0631,0.0175,0.0002,0.0173
pct_hors_menage,bpe_E_transports_pour1000,0.0626,0.0174,0.0,0.0173
DISP_MED21,bpe_B_commerces_pour1000,0.0625,0.0174,0.0,0.0173
pct_logements_anciens,bpe_G_tourisme_pour1000,0.0738,0.0205,0.0032,0.0173
pct_temps_partiel,pct_studios,0.0648,0.018,0.0007,0.0172
taille_menage_moy,pct_maison,0.0835,0.0232,0.0059,0.0172
pct_appart,pct_sport_accessible,0.0754,0.0209,0.0037,0.0172
DISP_S80S2021,pct_locataires,0.0641,0.0178,0.0006,0.0172
DISP_PCHO21,pct_sup5,0.0825,0.0229,0.0058,0.0171
bpe_E_transports_pour1000,pct_sport_accessible,0.0618,0.0171,0.0001,0.0171
taille_menage_moy,pct_grands_logements,0.0703,0.0195,0.0024,0.0171
DISP_TP6021,pct_chauffage_gaz_bouteille,0.1623,0.045,0.0281,0.017
DISP_PPFAM21,bpe_B_commerces_pour1000,0.0991,0.0275,0.0105,0.017
pct_csp_agriculteur,pct_csp_intermediaire,0.2065,0.0573,0.0404,0.017
pct_voiture_2plus,bpe_C_enseignement_pour1000,0.0767,0.0213,0.0044,0.0169
pct_chauffage_elec,pct_garage,0.0609,0.0169,0.0,0.0169
pct_csp_agriculteur,DISP_MED21,0.1133,0.0314,0.0145,0.0169
pct_etrangers,bpe_C_enseignement_pour1000,0.061,0.0169,0.0,0.0169
DISP_MED21,bpe_C_enseignement_pour1000,0.0789,0.0219,0.005,0.0169
DISP_MED21,bpe_D_sante_pour1000,0.0637,0.0177,0.0008,0.0169
ecart_csp_plus_hf,pct_studios,0.1247,0.0346,0.0178,0.0168
pct_etudiants,bpe_C_enseignement_pour1000,0.134,0.0372,0.0203,0.0168
pct_csp_ouvrier,DISP_PPLOGT21,0.0929,0.0258,0.009,0.0168
taille_menage_moy,bpe_C_enseignement_pour1000,0.0738,0.0205,0.0036,0.0168
DISP_PPLOGT21,pct_chauffage_autre,0.2893,0.0803,0.0635,0.0168
DISP_PPAT21,pct_grands_logements,0.2187,0.0607,0.0439,0.0168
taille_menage_moy,bpe_G_tourisme_pour1000,0.0608,0.0169,0.0001,0.0167
DISP_PACT21,pct_grands_logements,0.0931,0.0258,0.0091,0.0167
pct_interim,pct_sport_accessible,0.0775,0.0215,0.0048,0.0167
pct_csp_sans_emploi,bpe_B_commerces_pour1000,0.1237,0.0343,0.0177,0.0167
bpe_A_services_pour1000,bpe_E_transports_pour1000,0.0671,0.0186,0.002,0.0166
DISP_S80S2021,DISP_PTSA21,0.0798,0.0222,0.0056,0.0166
pct_csp_sans_emploi,pct_chauffage_elec,0.0606,0.0168,0.0002,0.0166
taille_menage_moy,pct_csp_independant,0.0601,0.0167,0.0,0.0166
pct_femmes,pct_hors_menage,0.0764,0.0212,0.0047,0.0165
DISP_MED21,bpe_E_transports_pour1000,0.0607,0.0169,0.0004,0.0165
pct_csp_independant,pct_cdi,0.0635,0.0176,0.0011,0.0165
pct_etrangers,pct_csp_ouvrier,0.0927,0.0257,0.0092,0.0165
DISP_PTSA21,bpe_sport_indoor_pour1000,0.0864,0.024,0.0076,0.0164
taille_menage_moy,bpe_E_transports_pour1000,0.0588,0.0163,0.0001,0.0163
pct_actifs_transports,bpe_A_services_pour1000,0.0866,0.024,0.0077,0.0163
DISP_TP6021,bpe_E_transports_pour1000,0.1509,0.0419,0.0255,0.0163
ecart_csp_plus_hf,pct_grands_logements,0.0712,0.0198,0.0035,0.0163
taille_menage_moy,pct_actifs_velo,0.0642,0.0178,0.0015,0.0163
pct_csp_retraite,pct_sport_accessible,0.0784,0.0218,0.0055,0.0163
pct_hors_menage,pct_actifs_2roues,0.0625,0.0174,0.0011,0.0162
pct_proprietaires,pct_sport_accessible,0.0692,0.0192,0.0031,0.0162
pct_cdi,pct_actifs_2roues,0.0613,0.017,0.001,0.0161
nb_pieces_moyen,bpe_C_enseignement_pour1000,0.0706,0.0196,0.0035,0.0161
ecart_csp_plus_hf,pct_proprietaires,0.0837,0.0232,0.0071,0.0161
pct_locataires,pct_logements_recents,0.074,0.0205,0.0044,0.0161
pct_hors_menage,bpe_F_sports_culture_pour1000,0.0581,0.0161,0.0,0.0161
pct_hors_menage,ecart_csp_plus_hf,0.0583,0.0162,0.0001,0.0161
pct_petits_logements,pct_logements_recents,0.0851,0.0236,0.0077,0.016
pct_actifs_transports,bpe_total_pour1000,0.0592,0.0164,0.0004,0.016
pct_actifs_velo,bpe_A_services_pour1000,0.0583,0.0162,0.0002,0.016
pct_actifs_2roues,pct_locataires,0.1462,0.0406,0.0246,0.016
taille_menage_moy,bpe_D_sante_pour1000,0.1248,0.0346,0.0186,0.016
taille_menage_moy,pct_chauffage_gaz_bouteille,0.0657,0.0182,0.0022,0.016
pct_chomage,pct_sport_accessible,0.0576,0.016,0.0001,0.0159
pct_femmes,DISP_PTSA21,0.0576,0.016,0.0001,0.0159
pct_csp_independant,pct_cdd,0.063,0.0175,0.0016,0.0159
DISP_GI21,DISP_PTSA21,0.0916,0.0254,0.0095,0.0159
ecart_csp_plus_hf,pct_chauffage_gaz_ville,0.1716,0.0476,0.0318,0.0158
DISP_PPFAM21,pct_etudiants,0.0693,0.0192,0.0035,0.0158
pct_chomage,bpe_F_sports_culture_pour1000,0.0657,0.0182,0.0025,0.0158
pct_cdi,pct_sport_accessible,0.0589,0.0164,0.0005,0.0158
pct_csp_ouvrier,pct_suroccupation,0.1433,0.0398,0.024,0.0158
pct_immigres,bpe_G_tourisme_pour1000,0.0566,0.0157,0.0,0.0157
surface_moyenne,bpe_C_enseignement_pour1000,0.0707,0.0196,0.004,0.0157
ecart_csp_plus_hf,pct_chauffage_gaz_bouteille,0.0908,0.0252,0.0096,0.0156
pct_etrangers,bpe_A_services_pour1000,0.0564,0.0156,0.0,0.0156
pct_immigres,bpe_A_services_pour1000,0.0565,0.0157,0.0001,0.0156
taille_menage_moy,pct_actifs_2roues,0.0565,0.0157,0.0001,0.0156
pct_chomage,bpe_sport_indoor_pour1000,0.059,0.0164,0.0008,0.0155
pct_csp_sans_emploi,DISP_S80S2021,0.0573,0.0159,0.0004,0.0155
DISP_PIMPOT21,pct_voiture_0,0.1559,0.0433,0.0279,0.0154
pct_hors_menage,pct_csp_employe,0.0557,0.0154,0.0,0.0154
pct_appart,pct_logements_recents,0.1056,0.0293,0.0139,0.0154
pct_temps_partiel,pct_chauffage_gaz_ville,0.1067,0.0296,0.0143,0.0154
taille_menage_moy,pct_locataires,0.0931,0.0258,0.0105,0.0153
pct_hors_menage,pct_sport_accessible,0.0553,0.0154,0.0,0.0153
DISP_PPEN21,DISP_PPSOC21,0.0572,0.0159,0.0005,0.0153
DISP_PPLOGT21,bpe_G_tourisme_pour1000,0.0549,0.0152,0.0,0.0152
pct_csp_agriculteur,pct_studios,0.1733,0.0481,0.0329,0.0152
pct_hors_menage,bpe_G_tourisme_pour1000,0.0596,0.0165,0.0014,0.0152
DISP_PACT21,pct_actifs_2roues,0.1249,0.0347,0.0195,0.0152
taille_menage_moy,pct_logements_5p_plus,0.0687,0.0191,0.0039,0.0152
ecart_csp_plus_hf,pct_cdd,0.0812,0.0225,0.0073,0.0152
pct_logements_recents,bpe_sport_indoor_pour1000,0.0548,0.0152,0.0,0.0152
pct_interim,pct_chauffage_gaz_bouteille,0.0705,0.0196,0.0045,0.0151
pct_sup5,bpe_sport_indoor_pour1000,0.0671,0.0186,0.0035,0.0151
bpe_total_pour1000,pct_sport_accessible,0.0808,0.0224,0.0074,0.0151
taille_menage_moy,pct_csp_employe,0.0545,0.0151,0.0,0.0151
pct_immigres,bpe_sport_indoor_pour1000,0.0595,0.0165,0.0015,0.015
taille_menage_moy,pct_csp_agriculteur,0.0596,0.0165,0.0016,0.015
DISP_S80S2021,pct_etudiants,0.0816,0.0226,0.0076,0.015
pct_interim,pct_chauffage_fioul,0.0567,0.0157,0.0007,0.015
taille_menage_moy,bpe_F_sports_culture_pour1000,0.0559,0.0155,0.0005,0.015
pct_maison,pct_sport_accessible,0.0661,0.0184,0.0033,0.015
pct_actifs_voiture,bpe_C_enseignement_pour1000,0.0569,0.0158,0.0009,0.0149
DISP_PPAT21,DISP_PPEN21,0.0536,0.0149,0.0,0.0149
ecart_csp_plus_hf,pct_voiture_0,0.0983,0.0273,0.0124,0.0149
pct_65_plus,pct_logements_5p_plus,0.0781,0.0217,0.0067,0.0149
taille_menage_moy,DISP_PCHO21,0.0541,0.015,0.0001,0.0149
pct_csp_intermediaire,pct_maison,0.0579,0.0161,0.0012,0.0149
ecart_csp_plus_hf,pct_petits_logements,0.1127,0.0313,0.0165,0.0148
pct_csp_agriculteur,pct_actifs_voiture,0.1006,0.0279,0.0131,0.0148
pct_femmes,DISP_MED21,0.0596,0.0165,0.0017,0.0148
DISP_MED21,pct_actifs_marche,0.087,0.0241,0.0094,0.0148
pct_capbep,pct_logements_recents,0.0571,0.0158,0.001,0.0148
pct_csp_retraite,pct_actifs_2roues,0.0772,0.0214,0.0066,0.0148
DISP_S80S2021,pct_sport_accessible,0.1128,0.0313,0.0166,0.0147
pct_logements_5p_plus,pct_sport_accessible,0.0533,0.0148,0.0001,0.0147
pct_chauffage_gaz_bouteille,bpe_B_commerces_pour1000,0.1263,0.0351,0.0204,0.0147
pct_chauffage_gaz_bouteille,pct_sport_accessible,0.0674,0.0187,0.004,0.0147
pct_sup5,bpe_G_tourisme_pour1000,0.0735,0.0204,0.0057,0.0147
DISP_PPEN21,DISP_PPLOGT21,0.0529,0.0147,0.0,0.0147
taille_menage_moy,pct_logements_anciens,0.0587,0.0163,0.0016,0.0147
pct_sans_diplome,pct_chauffage_autre,0.0583,0.0162,0.0015,0.0147
age_moyen,pct_inactif,0.0833,0.0231,0.0085,0.0146
DISP_MED21,surface_moyenne,0.1358,0.0377,0.0231,0.0146
pct_actifs_2roues,bpe_A_services_pour1000,0.0528,0.0147,0.0001,0.0146
pct_actifs_2roues,pct_proprietaires,0.1461,0.0405,0.0259,0.0146
ecart_csp_plus_hf,bpe_G_tourisme_pour1000,0.0568,0.0158,0.0012,0.0146
pct_temps_partiel,pct_petits_logements,0.0543,0.0151,0.0006,0.0145
DISP_PIMPOT21,nb_pieces_moyen,0.1307,0.0363,0.0217,0.0145
taille_menage_moy,ecart_csp_plus_hf,0.0554,0.0154,0.0009,0.0145
DISP_PPAT21,bpe_C_enseignement_pour1000,0.0521,0.0145,0.0,0.0145
age_moyen,DISP_MED21,0.0743,0.0206,0.0062,0.0145
pct_etudiants,bpe_B_commerces_pour1000,0.0915,0.0254,0.0109,0.0145
pct_garage,bpe_sport_indoor_pour1000,0.0537,0.0149,0.0004,0.0145
pct_capbep,bpe_C_enseignement_pour1000,0.0523,0.0145,0.0,0.0145
pct_csp_employe,DISP_RD21,0.0772,0.0214,0.0069,0.0145
ecart_csp_plus_hf,pct_csp_retraite,0.0961,0.0267,0.0123,0.0144
pct_etudiants,pct_logements_recents,0.0518,0.0144,0.0,0.0144
DISP_PPAT21,pct_etudiants,0.0656,0.0182,0.0038,0.0144
pct_sans_diplome,pct_actifs_transports,0.0638,0.0177,0.0033,0.0144
pct_logements_anciens,pct_suroccupation,0.1452,0.0403,0.0259,0.0143
pct_hors_menage,pct_csp_independant,0.0649,0.018,0.0037,0.0143
pct_grands_logements,pct_sport_accessible,0.0518,0.0144,0.0001,0.0143
ecart_csp_plus_hf,pct_chomage,0.0633,0.0176,0.0033,0.0143
pct_etrangers,pct_csp_employe,0.0701,0.0195,0.0053,0.0142
pct_csp_employe,pct_appart,0.0806,0.0224,0.0082,0.0142
pct_csp_employe,DISP_MED21,0.159,0.0441,0.0299,0.0142
pct_hors_menage,pct_interim,0.0513,0.0143,0.0,0.0142
pct_actifs_voiture,bpe_sport_indoor_pour1000,0.0535,0.0148,0.0007,0.0142
DISP_MED21,pct_actifs_voiture,0.0911,0.0253,0.0111,0.0142
pct_proprietaires,pct_logements_recents,0.0726,0.0202,0.0061,0.0141
pct_femmes,bpe_G_tourisme_pour1000,0.0517,0.0144,0.0002,0.0141
pct_chomage,pct_actifs_2roues,0.061,0.0169,0.0028,0.0141
pct_bac_plus,pct_grands_logements,0.0631,0.0175,0.0034,0.0141
pct_csp_agriculteur,pct_sport_accessible,0.0927,0.0257,0.0116,0.0141
DISP_PTSA21,pct_garage,0.0512,0.0142,0.0001,0.0141
