IRIS;DISP_TP6021;DISP_INCERT21;DISP_Q121;DISP_MED21;DISP_Q321;DISP_EQ21;DISP_D121;DISP_D221;DISP_D321;DISP_D421;DISP_D621;DISP_D721;DISP_D821;DISP_D921;DISP_RD21;DISP_S80S2021;DISP_GI21;DISP_PACT21;DISP_PTSA21;DISP_PCHO21;DISP_PBEN21;DISP_PPEN21;DISP_PPAT21;DISP_PPSOC21;DISP_PPFAM21;DISP_PPMINI21;DISP_PPLOGT21;DISP_PIMPOT21;DISP_NOTE21
800210903;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800211001;22,0;1;14620;20190;27270;0,63;10760;13440;15850;18190;22360;25160;29090;34880;3,2;4,2;0,281;77,4;70,2;3,6;3,6;21,5;6,1;9,9;2,6;4,8;2,5;-14,9;0
800211002;10,0;1;18810;25340;33160;0,57;13820;17400;20160;22710;28160;31400;35270;42960;3,1;4,5;0,303;72,4;65,0;2,2;5,2;26,4;14,5;4,8;1,3;2,5;1,0;-18,1;0
800211003;15,0;1;16330;22190;30410;0,63;12070;15160;17540;20250;25130;28600;32380;40540;3,4;4,0;0,271;80,4;70,2;2,7;7,5;24,0;5,6;6,3;1,9;3,2;1,2;-16,3;0
800211101;13,0;2;17950;25870;38420;0,79;12450;16240;19480;22720;30350;35230;42620;58610;4,7;6,4;0,370;85,2;71,1;2,6;11,5;22,1;12,7;4,3;0,9;2,2;1,2;-24,3;0
800211102;18,0;1;15790;22000;30240;0,66;10540;14280;17200;19790;24810;28050;32510;39770;3,8;5,2;0,313;84,9;75,7;3,1;6,1;18,3;6,8;7,5;1,1;4,3;2,1;-17,5;0
800211103;13,0;2;17580;23630;30710;0,56;12550;16320;19060;21220;26320;29300;32720;39810;3,2;3,9;0,256;84,0;74,1;3,1;6,8;22,6;4,4;5,6;1,5;2,9;1,2;-16,6;0
800211201;11,0;1;20860;31750;48700;0,88;13340;19000;22100;26740;36720;43550;53810;72960;5,5;7,8;0,403;82,6;63,3;1,8;17,5;23,1;19,1;3,0;0,7;1,3;1,0;-27,8;0
800211202;11,0;2;21180;31050;40460;0,62;13410;18740;23390;27660;33810;38150;44590;57880;4,3;5,2;0,315;88,0;72,0;1,6;14,4;22,8;9,6;3,9;1,2;1,8;0,9;-24,3;0
800211203;9,0;1;22270;31370;43340;0,67;14500;20380;24120;27890;35500;39770;47870;65060;4,5;6,5;0,375;81,2;63,8;1,3;16,1;23,5;18,5;2,5;0,6;1,2;0,7;-25,7;0
800211301;25,0;2;13840;20560;29560;0,76;9360;12530;15000;18030;23560;27370;32210;40540;4,3;5,8;0,333;69,7;61,1;3,0;5,6;30,1;9,9;8,0;1,0;4,1;2,9;-17,7;0
800211302;20,0;1;16020;24010;35020;0,79;9440;13620;17590;20520;28130;32050;38400;52970;5,6;7,6;0,378;77,7;65,4;2,8;9,5;25,0;15,7;5,0;0,6;2,5;1,9;-23,4;0
800211401;25,0;1;13860;19960;26190;0,62;9880;12760;14910;17210;21940;24500;27900;34610;3,5;4,3;0,277;79,2;71,5;3,9;3,8;21,5;3,9;9,9;1,8;5,3;2,8;-14,5;0
800211501;31,0;2;13080;17470;24290;0,64;9380;11930;13670;15420;20570;22910;25690;31720;3,4;4,4;0,297;71,9;65,2;3,9;2,8;25,7;4,4;11,6;3,3;5,4;2,9;-13,6;0
800211502;22,0;1;14540;19840;26100;0,58;11490;13690;15400;17460;22020;24560;27420;32980;2,9;3,3;0,242;63,9;58,0;3,2;2,7;34,8;4,9;9,6;3,0;4,6;2,0;-13,2;0
800211503;19,0;1;15630;21040;28290;0,60;10880;14200;16390;18910;23770;26400;30390;36080;3,3;4,1;0,271;76,6;68,0;2,8;5,8;26,8;4,7;7,5;1,6;4,0;1,9;-15,6;0
800211504;25,0;2;13970;19830;28510;0,73;9140;12890;15120;17200;23080;26050;30590;36160;4,0;4,6;0,289;60,8;55,0;2,9;2,9;37,2;5,4;10,9;1,9;6,5;2,5;-14,3;0
800211601;40,0;1;11570;15660;22290;0,68;8490;10750;12350;13870;18040;20610;24160;33740;4,0;5,1;0,321;72,0;62,6;4,8;4,6;21,6;4,6;15,6;2,8;8,0;4,8;-13,8;0
800211701;33,0;1;12420;17680;25130;0,72;8650;11330;13260;15180;20440;23060;26920;33510;3,9;5,2;0,314;68,4;59,6;3,6;5,2;28,5;5,6;11,8;1,9;6,3;3,6;-14,3;0
800211801;20,0;1;14770;19930;27250;0,63;10520;13790;15790;17530;22290;25220;29900;37190;3,5;4,6;0,303;69,0;58,9;3,2;6,9;30,8;8,6;7,8;1,3;4,2;2,3;-16,2;0
800211802;17,0;1;15920;21930;28370;0,57;11690;14790;17600;19880;24160;26710;30590;37040;3,2;3,9;0,261;73,5;67,2;2,7;3,6;29,5;5,3;6,9;1,3;3,8;1,8;-15,2;0
800211901;30,0;1;12920;18410;24500;0,63;9030;12080;13790;15930;20650;23160;26090;29980;3,3;4,2;0,265;62,7;56,9;3,8;2,0;33,2;3,9;11,8;2,5;6,6;2,7;-11,6;0
800211902;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212001;29,0;1;13290;18170;23670;0,57;9430;12380;14040;15860;20090;22420;25460;30520;3,2;4,0;0,269;76,5;66,9;4,8;4,8;19,4;4,3;13,1;2,6;7,1;3,4;-13,3;0
800212002;45,0;2;10650;14790;20730;0,68;8570;10210;11370;12850;16560;19220;22680;26580;3,1;4,1;0,291;61,1;54,7;3,9;2,5;22,9;6,3;20,4;5,1;10,5;4,8;-10,7;0
800212003;39,0;2;11760;15860;20910;0,58;9090;11090;12670;14100;17760;19750;22010;25930;2,9;3,3;0,235;60,7;53,0;4,9;2,8;26,4;2,7;19,7;4,3;10,9;4,5;-9,5;0
800212101;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212102;27,0;2;13490;18660;23860;0,56;10610;12470;14300;16560;20520;22310;24900;29580;2,8;3,3;0,246;64,7;56,8;4,2;3,7;30,8;2,6;13,0;3,0;7,2;2,8;-11,1;0
800212201;43,0;2;11590;14620;20140;0,59;8990;10970;12410;13460;16630;18610;21430;27090;3,0;3,4;0,247;58,7;53,8;4,0;0,9;24,3;2,7;23,2;6,5;12,4;4,3;-8,9;0
800212202;47,0;2;10640;14360;20210;0,67;7780;9880;11420;12810;16240;18580;21450;25350;3,3;4,0;0,271;56,0;49,2;4,1;2,7;29,0;2,4;21,8;4,6;11,9;5,3;-9,2;0
800212203;63,0;2;10030;12520;15650;0,45;8240;9510;10490;11620;13490;14740;16920;19830;2,4;2,8;0,207;49,1;44,1;4,8;0,2;18,8;0,7;37,4;11,9;17,5;8,0;-6,0;0
800212204;59,0;2;9270;12700;16900;0,60;7610;8930;9910;11380;14140;15890;18190;22210;2,9;3,6;0,255;53,6;47,0;5,6;1,0;14,8;1,2;37,0;8,1;21,2;7,7;-6,6;0
800212205;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212206;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
800212301;49,0;2;10370;14110;18970;0,61;8340;9700;11430;12610;15900;17950;20550;24770;3,0;3,5;0,250;56,8;51,4;4,6;0,8;24,8;1,9;25,2;7,8;11,7;5,7;-8,7;0
800212302;35,0;2;12270;16810;22910;0,63;8980;11260;13150;14800;19140;21580;25260;29480;3,3;3,7;0,258;51,9;46,7;3,7;1,5;39,5;3,3;16,1;3,8;8,6;3,7;-10,8;0
802530101;33,0;2;12630;16650;22820;0,61;9170;11790;13580;14830;18790;21260;24820;30360;3,3;4,2;0,293;59,5;46,9;4,1;8,5;33,0;5,5;14,9;2,6;8,6;3,7;-12,9;0
802530201;27,0;2;13490;17690;22710;0,52;9520;12520;14370;15980;19450;21470;24190;28800;3,0;3,9;0,266;56,8;48,5;3,2;5,1;35,3;5,8;13,4;3,4;7,2;2,8;-11,3;0
802530301;19,0;2;15240;20930;27440;0,58;11970;14270;16310;18490;23280;25760;29350;33370;2,8;3,6;0,258;62,7;52,7;2,3;7,7;35,6;7,0;7,9;1,9;4,5;1,5;-13,2;0
804100101;29,0;1;13100;18360;24720;0,63;9870;11990;14000;16310;20860;22920;26520;31120;3,2;4,0;0,275;59,2;51,6;3,7;3,9;35,7;7,5;10,5;2,8;5,3;2,4;-12,9;0
804100201;35,0;2;12470;16660;21760;0,56;9720;11780;13190;14810;18500;20700;23230;28020;2,9;3,2;0,237;52,6;47,4;4,2;1,0;36,5;3,6;16,9;4,1;9,1;3,7;-9,6;0
806200101;28,0;1;13120;17640;23760;0,60;10040;12100;14130;15840;19580;22230;25220;32590;3,2;4,3;0,299;58,7;49,6;3,2;5,9;32,4;9,6;12,6;2,4;7,3;2,9;-13,3;0
806200201;35,0;2;11860;15830;21630;0,62;9480;11030;12790;14310;17820;20320;23070;27170;2,9;3,5;0,258;57,8;51,4;4,3;2,1;29,4;4,4;18,1;4,2;9,7;4,2;-9,7;0
806200301;21,0;2;14400;19750;25120;0,54;10850;13380;15500;17530;21620;23950;26700;31320;2,9;3,5;0,248;56,0;50,8;2,9;2,3;41,0;6,3;8,9;2,5;4,5;1,9;-12,2;0
806200401;18,0;1;15720;21860;29450;0,63;11710;14400;17100;19540;24000;27190;31440;39530;3,4;5,8;0,377;54,1;46,5;2,4;5,2;33,9;22,1;6,4;1,7;3,4;1,3;-16,5;0
810040101;34,0;1;11920;17530;24540;0,72;8610;10810;13230;14920;19750;22820;27220;35070;4,1;6,0;0,346;63,7;53,8;4,3;5,6;27,8;10,8;12,7;1,4;7,4;3,9;-15,0;0
810040102;19,0;2;15560;22160;31130;0,70;10670;14140;16590;19440;25600;29230;35080;43360;4,1;5,3;0,326;60,2;48,8;3,1;8,3;39,0;11,9;6,6;0,8;3,8;2,0;-17,7;0
810040201;9,0;2;19070;24840;32700;0,55;14050;17460;20040;22610;27140;30440;36070;44430;3,2;3,9;0,270;71,7;59,9;3,0;8,8;31,7;9,3;4,1;1,1;2,1;0,9;-16,8;0
810040202;17,0;1;16730;24030;34750;0,75;11040;15040;18280;21090;27450;32080;37680;46650;4,2;5,8;0,339;55,7;43,8;2,5;9,4;43,2;15,1;5,4;0,8;3,0;1,6;-19,4;0
810040203;13,0;1;17230;23690;31660;0,61;12800;15790;18440;20850;26530;30220;34010;42540;3,3;4,4;0,291;62,3;49,3;2,7;10,3;38,6;10,7;5,2;1,0;2,8;1,4;-16,8;0
810040301;24,0;1;14140;21120;28260;0,67;9570;13050;15160;18180;23960;26450;30770;38790;4,1;4,9;0,310;62,4;53,2;3,5;5,7;35,0;8,1;9,2;2,3;4,8;2,1;-14,7;0
810040302;18,0;1;15850;22070;30090;0,65;10840;14210;17340;20060;24910;28370;32730;40800;3,8;5,1;0,324;61,5;50,9;2,2;8,4;36,3;12,1;6,6;1,4;3,6;1,6;-16,5;0
810040303;14,0;1;17300;22880;31330;0,61;12230;15690;18570;20880;25740;29160;34340;42060;3,4;4,6;0,304;61,5;49,1;2,1;10,3;41,4;8,9;5,3;1,3;2,8;1,2;-17,1;0
810040304;10,0;1;19320;25480;33000;0,54;13630;17770;20700;23130;28060;31160;34880;44950;3,3;4,3;0,292;64,8;54,8;1,8;8,2;35,6;14,6;3,2;1,4;1,4;0,4;-18,2;0
810040401;39,0;2;11750;15280;20740;0,59;8940;11050;12440;13960;17540;19650;22330;27790;3,1;3,5;0,251;59,2;51,6;3,9;3,7;28,1;3,8;18,7;4,7;9,2;4,8;-9,8;0
810040402;13,0;1;17550;24320;31710;0,58;13080;16500;19020;21710;26710;29840;33920;39350;3,0;3,7;0,253;56,3;50,2;2,2;3,9;45,6;8,8;4,3;1,4;2,0;0,9;-15,0;0
810040501;11,0;1;19160;25730;33730;0,57;13390;17440;20280;22940;28520;31990;35760;43590;3,3;4,2;0,280;64,6;53,5;2,5;8,6;37,4;10,8;4,2;1,1;2,3;0,8;-17,0;0
810040601;21,0;1;15020;20720;28450;0,65;10750;13770;16230;18570;23520;26620;30500;37510;3,5;4,4;0,295;67,1;56,2;3,6;7,3;32,6;8,0;7,8;1,5;4,3;2,0;-15,5;0
810040602;16,0;1;15810;20610;25940;0,49;12080;14500;16990;18730;22140;24330;27880;32060;2,7;3,0;0,217;60,6;54,3;3,2;3,1;38,7;4,5;7,6;2,5;3,6;1,5;-11,4;0
810040603;13,0;1;17220;22360;28650;0,51;12590;15820;18300;20370;24490;27050;30330;36260;2,9;3,5;0,249;62,3;56,0;2,9;3,4;36,3;9,8;5,6;1,7;2,8;1,1;-14,0;0
810040701;61,0;1;9890;12480;16590;0,54;8040;9380;10350;11340;13670;15540;18310;22040;2,7;3,1;0,233;35,8;30,7;4,5;0,6;31,8;2,0;36,2;8,7;19,5;8,0;-5,8;0
810040702;15,0;1;16380;21910;28770;0,57;12000;15210;17570;19780;23910;27090;30540;36800;3,1;3,7;0,259;58,7;50,5;2,0;6,2;43,4;7,2;5,7;2,0;2,6;1,1;-15,0;0
810040801;47,0;2;10770;14250;19930;0,64;8310;9900;11400;12860;15760;17910;22410;29490;3,5;4,6;0,311;52,3;43,0;3,5;5,8;30,9;5,6;22,3;5,9;11,6;4,8;-11,1;0
810040802;9,0;2;20050;26270;33620;0,52;14330;18120;21440;23540;28510;31500;36180;43060;3,0;3,8;0,261;52,5;40,3;2,3;9,9;52,9;9,1;2,9;0,9;1,4;0,6;-17,4;0
810040803;15,0;1;16270;21180;26960;0,50;12330;14940;17520;19150;23670;25630;28580;33800;2,7;3,2;0,228;53,6;46,3;3,0;4,3;45,5;6,5;7,0;2,4;3,2;1,4;-12,6;0
810040804;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
810210101;17,0;2;15800;21110;27500;0,55;11730;15040;16890;19090;23390;25870;29510;36050;3,1;4,0;0,275;51,9;44,4;2,3;5,2;47,2;8,9;5,6;1,7;2,7;1,2;-13,6;0
810210102;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
810210103;23,0;2;14160;17820;22120;0,45;10470;12560;15160;16600;19330;20980;22980;27470;2,6;3,1;0,211;40,1;36,1;3,4;0,6;56,1;4,2;7,8;3,3;3,2;1,3;-8,2;0
810210104;21,0;2;14700;19790;25910;0,57;11400;13780;15660;17780;21720;24290;29160;37050;3,2;4,0;0,280;54,5;44,1;3,2;7,2;43,4;9,0;6,6;2,3;2,9;1,4;-13,5;0
810210105;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
810210106;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
810600101;35,0;1;12350;17340;22880;0,61;9560;11710;13210;14710;19030;21120;24450;29760;3,1;3,7;0,262;47,5;40,9;3,3;3,3;42,8;6,7;13,1;2,9;6,9;3,3;-10,1;0
810600102;39,0;2;11930;15330;19950;0,52;9060;11040;12620;13870;17080;18740;21270;25570;2,8;3,6;0,259;43,7;36,5;4,7;2,5;39,1;6,6;18,7;3,0;11,2;4,5;-8,1;0
810600103;21,0;2;15030;19540;24010;0,46;11260;13800;15920;17800;21160;22860;25410;30090;2,7;3,1;0,216;47,5;42,3;2,4;2,8;49,4;6,3;7,6;2,3;3,9;1,4;-10,8;0
810600104;15,0;1;16330;20780;25810;0,46;12340;15180;17270;19290;22570;24520;27220;31680;2,6;3,0;0,211;56,6;49,8;2,9;3,9;43,1;6,0;6,1;1,8;3,3;1,0;-11,8;0
810600105;11,0;2;17570;22220;28000;0,47;13240;16140;18490;20570;24220;26920;29710;35440;2,7;3,2;0,225;61,7;53,8;2,2;5,7;40,8;6,1;4,6;1,6;2,2;0,8;-13,2;0
810650101;36,0;1;12250;16440;22640;0,63;8890;11120;13080;14560;18740;21440;25070;33230;3,7;4,9;0,310;61,0;52,5;4,3;4,2;27,5;7,8;16,0;1,8;9,5;4,7;-12,3;0
810650201;20,0;1;15490;22270;30910;0,69;10770;13820;16580;19540;24890;28070;33880;43770;4,1;5,2;0,323;71,8;62,3;2,9;6,6;28,6;10,0;7,2;1,3;4,1;1,8;-17,6;0
810650202;14,0;1;16840;23170;30680;0,60;12640;15530;18150;20800;25630;29100;33330;43510;3,4;4,3;0,288;72,1;60,7;2,8;8,6;30,1;8,4;5,5;1,3;2,8;1,4;-16,1;0
810650203;26,0;1;13730;19300;26190;0,65;10180;12980;14730;17030;21410;24030;27940;34750;3,4;4,4;0,292;64,0;55,6;3,6;4,8;31,3;8,3;10,1;1,6;5,7;2,8;-13,7;0
810650204;39,0;2;11580;15750;21720;0,64;9510;10900;12530;14100;17610;20060;23090;27090;2,8;3,4;0,247;51,4;45,9;3,7;1,8;34,6;3,4;20,1;7,4;9,0;3,7;-9,5;0
810650205;31,0;2;12990;17730;23990;0,62;10170;11900;13810;15640;19540;22230;25730;30300;3,0;3,6;0,260;55,3;49,3;2,8;3,2;38,4;5,6;12,2;3,4;6,3;2,5;-11,5;0
810650206;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
810650301;13,0;2;17520;22630;28280;0,48;12920;16160;18470;20490;24680;26820;30150;37560;2,9;3,6;0,260;57,8;50,0;2,5;5,3;43,2;10,5;4,5;1,8;1,7;1,0;-16,0;0
810650302;23,0;2;14160;18900;23950;0,52;10610;13060;15110;16890;21070;22970;25300;30550;2,9;3,4;0,236;62,7;56,9;3,2;2,6;34,1;4,1;10,4;2,8;5,3;2,3;-11,3;0
810650401;16,0;1;15940;21560;27680;0,54;12190;15080;17250;19640;23700;26380;30130;37120;3,0;4,0;0,277;64,8;54,2;2,9;7,7;35,4;8,3;6,5;1,5;3,5;1,5;-15,0;0
810650402;17,0;1;15950;20420;25720;0,48;12220;14820;17090;18860;22180;24550;27510;33650;2,8;3,2;0,231;50,5;45,4;2,0;3,1;48,1;7,2;6,5;2,7;2,7;1,1;-12,3;0
810650403;43,0;2;11780;15070;19660;0,52;9130;11090;12270;13520;16670;18500;20940;24370;2,7;3,0;0,213;49,8;44,2;4,4;1,2;33,4;1,8;22,3;5,4;11,6;5,3;-7,3;0
810650404;28,0;1;13270;18320;24180;0,60;10040;12390;14320;16510;20470;22900;25850;30580;3,0;3,5;0,244;55,1;50,4;3,1;1,6;39,3;4,5;12,2;4,5;5,4;2,3;-11,1;0
810650501;37,0;1;11800;16800;24510;0,76;8570;10760;12670;14280;19690;22620;26940;34250;4,0;5,5;0,345;63,7;50,7;3,4;9,6;29,9;9,1;13,1;3,5;6,6;3,0;-15,8;0
810650601;9,0;2;18440;24160;33570;0,63;14330;17310;19470;21510;27440;30910;35460;44700;3,1;4,1;0,290;61,6;50,3;2,0;9,3;39,3;10,1;3,6;1,4;1,6;0,6;-14,6;0
810650602;7,0;2;20220;26200;32330;0,46;15010;18770;21390;23970;28200;30590;34950;42710;2,8;3,5;0,250;62,2;52,2;2,1;7,9;41,9;9,2;2,8;1,1;1,3;0,4;-16,1;0
810650701;8,0;1;19770;25290;32220;0,49;14910;18210;21000;23270;27750;30750;34930;42570;2,9;3,5;0,245;70,8;58,5;1,8;10,5;34,2;8,8;3,1;1,3;1,3;0,5;-16,9;0
810650702;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
810650801;7,0;2;18630;23240;29100;0,45;14920;17640;19710;21530;25280;28050;30920;37770;2,5;3,2;0,238;65,0;57,5;2,3;5,2;37,8;8,4;3,6;1,4;1,6;0,6;-14,8;0
810650901;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
810650902;9,0;2;19680;25340;32530;0,51;15130;18310;21040;23130;27620;30890;34740;42790;2,8;3,8;0,263;73,9;62,0;2,3;9,6;30,6;10,0;3,1;1,4;1,2;0,5;-17,6;0
810990101;32,0;1;12410;16780;22910;0,63;9080;11420;13410;15090;18910;21460;24810;31720;3,5;4,3;0,282;64,1;53,9;5,2;5,0;27,6;6,2;14,0;2,5;7,8;3,7;-11,9;0
810990102;27,0;2;13350;18550;24590;0,61;9820;12410;14570;16270;20770;22990;26440;31260;3,2;3,8;0,258;59,7;52,0;3,8;3,9;36,3;6,3;9,8;2,9;4,7;2,2;-12,1;0
810990103;13,0;1;16930;23190;29380;0,54;13140;15830;18370;20870;25170;28040;31730;38930;3,0;3,8;0,262;60,1;48,6;3,1;8,4;40,8;8,9;4,7;1,5;2,2;1,0;-14,5;0
810990104;15,0;1;16330;22030;28870;0,57;12200;14960;17570;19730;24460;27070;30800;36450;3,0;3,6;0,258;62,8;56,6;2,6;3,6;35,6;10,4;5,4;2,3;2,2;0,9;-14,2;0
810990105;15,0;1;16580;21770;27590;0,51;12580;15300;17590;19680;23790;26290;29270;33860;2,7;3,2;0,229;65,8;59,0;3,3;3,5;34,4;6,8;6,1;2,5;2,5;1,1;-13,1;0
811050101;39,0;2;12070;16310;20700;0,53;9030;11230;12760;14350;17890;19820;21890;25440;2,8;3,2;0,227;53,0;44,9;5,1;3,0;35,5;3,4;16,4;4,5;8,2;3,7;-8,3;0
811050102;33,0;2;12700;17190;22420;0,57;9240;11760;13430;15530;19090;21320;23850;28340;3,1;3,9;0,263;59,3;49,0;5,5;4,8;32,8;5,4;12,8;2,8;6,7;3,3;-10,3;0
811050103;27,0;2;13410;17490;22290;0,51;10340;12660;14410;15850;19130;21060;23610;27190;2,6;3,2;0,233;53,3;46,7;4,2;2,4;38,2;6,6;11,9;3,7;5,7;2,5;-10,0;0
811050104;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
811050105;19,0;2;15210;20090;25500;0,51;11470;14020;16070;18380;21650;23760;27050;31670;2,8;3,3;0,230;62,6;56,3;3,1;3,2;35,6;6,1;7,0;2,5;3,4;1,1;-11,3;0
811050106;16,0;1;15830;20410;25820;0,49;12230;14910;16710;18930;22260;24380;27120;32440;2,7;3,1;0,229;61,8;55,0;3,3;3,5;37,3;6,5;6,4;2,1;3,2;1,1;-12,0;0
811050107;19,0;1;15530;20130;25670;0,50;11930;14240;16540;18250;22110;24420;27440;32430;2,7;3,4;0,243;62,1;53,0;4,1;5,0;36,3;7,5;6,7;2,6;2,9;1,2;-12,6;0
811200101;22,0;1;14370;19190;24200;0,51;10930;13520;15520;17470;20970;23040;25960;30880;2,8;3,4;0,242;63,5;55,0;3,2;5,3;32,1;6,7;9,6;2,7;4,9;2,0;-11,9;0
811200102;8,0;1;17910;22000;27710;0,45;14390;16950;18790;20470;23940;26360;29180;33920;2,4;2,8;0,202;69,0;62,3;2,4;4,3;32,5;6,7;4,8;2,3;1,9;0,6;-13,0;0
811400101;20,0;1;15050;20860;27550;0,60;11210;13810;16250;18720;22940;25960;29950;36910;3,3;4,2;0,281;65,9;56,6;4,0;5,3;30,8;8,5;8,7;1,7;4,7;2,3;-13,9;0
811400102;17,0;2;15700;20680;26820;0,54;12200;14760;16760;18640;22730;25380;28250;32340;2,7;3,1;0,226;63,2;57,1;3,1;3,0;34,0;7,1;8,2;2,4;4,2;1,6;-12,5;0
811400105;10,0;1;18140;24010;30390;0,51;13700;16540;19600;21820;26410;28770;32310;39580;2,9;3,4;0,241;67,7;60,7;2,5;4,5;35,4;8,2;4,3;1,7;1,9;0,7;-15,6;0
811400106;7,0;2;19000;25100;32980;0,56;15010;17790;20710;22990;27750;31090;35240;43030;2,9;3,6;0,258;70,3;63,3;2,1;4,9;30,3;12,4;3,7;1,7;1,4;0,6;-16,7;0
811630101;27,0;2;13220;18290;24090;0,59;9680;12270;14220;16210;20210;22730;26030;31450;3,2;4,1;0,284;53,2;44,5;3,3;5,4;40,8;7,3;10,7;2,4;5,6;2,7;-12,0;0
811630102;26,0;1;13730;19450;26690;0,67;10580;12720;14800;17200;21780;24800;29520;38900;3,7;4,7;0,319;57,2;46,4;3,5;7,3;39,1;10,3;8,6;1,9;4,6;2,1;-15,2;0
811630103;25,0;2;13980;19520;26140;0,62;9500;12870;15150;17290;21650;23830;28210;36160;3,8;5,2;0,324;58,0;43,1;2,9;12,0;38,8;9,4;8,8;1,8;5,0;2,0;-15,0;0
811630104;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
811630105;17,0;2;15790;20040;25430;0,48;11830;14470;16550;18300;21640;24350;26800;31220;2,6;3,3;0,236;58,3;49,7;2,8;5,8;41,7;5,9;7,1;1,8;3,9;1,4;-13,0;0
811630106;31,0;2;12950;17440;22610;0,55;9960;12190;13840;15730;19370;21260;24150;28450;2,9;3,2;0,227;52,7;46,0;3,5;3,2;40,6;4,5;11,6;3,0;6,0;2,6;-9,4;0
811630107;nd;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;so;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
812570101;29,0;2;13410;18380;23930;0,57;10240;12400;14250;16340;20800;22810;25520;30030;2,9;3,3;0,236;56,8;51,2;2,9;2,7;36,2;4,9;12,6;3,4;6,3;2,9;-10,5;0
812570102;12,0;1;16750;21050;26410;0,46;13270;15630;17630;19280;23050;25120;28160;33460;2,5;2,8;0,205;55,6;51,3;2,4;1,9;44,9;6,0;5,7;2,0;2,6;1,1;-12,2;0
812570103;12,0;1;17010;22010;28450;0,52;12910;15950;18060;20160;24080;26940;29860;35190;2,7;3,3;0,234;65,5;56,7;2,9;5,9;34,2;7,5;6,0;1,6;3,2;1,2;-13,2;0
820330101;28,0;1;13260;17740;24430;0,63;10200;12180;13980;15650;20000;22590;26510;32930;3,2;4,1;0,285;58,8;50,0;4,1;4,7;34,2;8,0;11,6;2,3;6,6;2,7;-12,6;0
820330102;31,0;1;12530;17180;22850;0,60;9730;11660;13680;15440;19220;21370;24150;28910;3,0;3,4;0,241;55,1;50,3;3,5;1,3;37,0;4,1;13,8;4,2;6,7;2,9;-10,0;0
820330103;21,0;2;14940;20110;26350;0,57;11090;13530;15960;17930;22250;25140;28350;34320;3,1;3,9;0,266;62,3;53,3;2,7;6,3;36,4;5,9;7,9;2,7;3,9;1,3;-12,5;0
820330104;15,0;1;16590;21730;26920;0,48;12340;15380;17620;19840;23650;25590;28740;34340;2,8;3,4;0,236;69,0;61,2;3,2;4,6;31,0;7,1;6,1;2,9;2,4;0,8;-13,2;0
820330105;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
820330106;9,0;2;18050;22080;28070;0,45;14370;16820;18910;20500;24110;26470;30000;36080;2,5;3,0;0,217;74,5;66,2;2,6;5,7;28,0;6,1;4,9;2,5;1,9;0,5;-13,5;0
